Product Group,Product Group Detail,Aggregation Level,Cleaning Basis,Original Product Group,Source File,Source Sheet,Country,Market,Retail Channel,Product Category,Product Segment,Product Subsegment,Product Type,Product Base / Ingredient,Private Label,Storage State,Year,MAT Period,Value EUR,Value Local Currency,Local Currency,Volume kg/l,Selling Units,Dimension 1 Header,Dimension 1 Value,Dimension 2 Header,Dimension 2 Value,Dimension 3 Header,Dimension 3 Value,Dimension 4 Header,Dimension 4 Value,Dimension 5 Header,Dimension 5 Value,Dimension 6 Header,Dimension 6 Value,Dimension 7 Header,Dimension 7 Value,Dimension 8 Header,Dimension 8 Value
Plant-based milk & drinks,Plant-based milk / beverages,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Austria CW40.xlsx,Austria,Austria,Total AT incl / Hofer / Lidl,Total / Main retail market,Soy / Plant-based Milk Alternatives,Drink / Milk,,Drink / Milk,,,,2018,MAT WK4018,22667350.5,,EUR,11365232.9,11680347.3,Dimension 1,,Market,Total AT incl / Hofer / Lidl,Category,Soy / Plant-based Milk Alternatives,Product Type,Drink / Milk,Product Base,,,,,,,
Plant-based milk & drinks,Plant-based milk / beverages,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Austria CW40.xlsx,Austria,Austria,Total AT incl / Hofer / Lidl,Total / Main retail market,Soy / Plant-based Milk Alternatives,Drink / Milk,,Drink / Milk,,,,2019,MAT WK4019,26289478.8,,EUR,13265687.2,13557214,Dimension 1,,Market,Total AT incl / Hofer / Lidl,Category,Soy / Plant-based Milk Alternatives,Product Type,Drink / Milk,Product Base,,,,,,,
Plant-based milk & drinks,Plant-based milk / beverages,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Austria CW40.xlsx,Austria,Austria,Total AT incl / Hofer / Lidl,Total / Main retail market,Soy / Plant-based Milk Alternatives,Drink / Milk,,Drink / Milk,,,,2020,MAT WK4020,36967737.29999999,,EUR,18752705.4,19022584.200000003,Dimension 1,,Market,Total AT incl / Hofer / Lidl,Category,Soy / Plant-based Milk Alternatives,Product Type,Drink / Milk,Product Base,,,,,,,
Plant-based milk & drinks,Plant-based milk / beverages,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Austria CW40.xlsx,Austria,Austria,Total AT incl / Hofer / Lidl,Total / Main retail market,Soy / Plant-based Milk Alternatives,Drink / Milk,,Drink / Milk,Buckwheat,,,2018,MAT WK4018,48.5,,EUR,17.2,17.2,Dimension 1,,Market,Total AT incl / Hofer / Lidl,Category,Soy / Plant-based Milk Alternatives,Product Type,Drink / Milk,Product Base,Buckwheat,,,,,,
Plant-based milk & drinks,Plant-based milk / beverages,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Austria CW40.xlsx,Austria,Austria,Total AT incl / Hofer / Lidl,Total / Main retail market,Soy / Plant-based Milk Alternatives,Drink / Milk,,Drink / Milk,Buckwheat,,,2019,MAT WK4019,59668.4,,EUR,24670.499999999996,24670.499999999996,Dimension 1,,Market,Total AT incl / Hofer / Lidl,Category,Soy / Plant-based Milk Alternatives,Product Type,Drink / Milk,Product Base,Buckwheat,,,,,,
Plant-based milk & drinks,Plant-based milk / beverages,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Austria CW40.xlsx,Austria,Austria,Total AT incl / Hofer / Lidl,Total / Main retail market,Soy / Plant-based Milk Alternatives,Drink / Milk,,Drink / Milk,Buckwheat,,,2020,MAT WK4020,140082.8,,EUR,71873.19999999998,71873.19999999998,Dimension 1,,Market,Total AT incl / Hofer / Lidl,Category,Soy / Plant-based Milk Alternatives,Product Type,Drink / Milk,Product Base,Buckwheat,,,,,,
Plant-based milk & drinks,Plant-based milk / beverages,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Austria CW40.xlsx,Austria,Austria,Total AT incl / Hofer / Lidl,Total / Main retail market,Soy / Plant-based Milk Alternatives,Drink / Milk,,Drink / Milk,Cashew,,,2018,MAT WK4018,242407.79999999996,,EUR,93891,93891,Dimension 1,,Market,Total AT incl / Hofer / Lidl,Category,Soy / Plant-based Milk Alternatives,Product Type,Drink / Milk,Product Base,Cashew,,,,,,
Plant-based milk & drinks,Plant-based milk / beverages,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Austria CW40.xlsx,Austria,Austria,Total AT incl / Hofer / Lidl,Total / Main retail market,Soy / Plant-based Milk Alternatives,Drink / Milk,,Drink / Milk,Cashew,,,2019,MAT WK4019,123559.5,,EUR,45588.2,45588.2,Dimension 1,,Market,Total AT incl / Hofer / Lidl,Category,Soy / Plant-based Milk Alternatives,Product Type,Drink / Milk,Product Base,Cashew,,,,,,
Plant-based milk & drinks,Plant-based milk / beverages,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Austria CW40.xlsx,Austria,Austria,Total AT incl / Hofer / Lidl,Total / Main retail market,Soy / Plant-based Milk Alternatives,Drink / Milk,,Drink / Milk,Cashew,,,2020,MAT WK4020,95354.8,,EUR,34614.09999999999,34614.09999999999,Dimension 1,,Market,Total AT incl / Hofer / Lidl,Category,Soy / Plant-based Milk Alternatives,Product Type,Drink / Milk,Product Base,Cashew,,,,,,
Plant-based milk & drinks,Plant-based milk / beverages,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Austria CW40.xlsx,Austria,Austria,Total AT incl / Hofer / Lidl,Total / Main retail market,Soy / Plant-based Milk Alternatives,Drink / Milk,,Drink / Milk,Spelt,,,2018,MAT WK4018,630321.6,,EUR,376470.8,374612.8,Dimension 1,,Market,Total AT incl / Hofer / Lidl,Category,Soy / Plant-based Milk Alternatives,Product Type,Drink / Milk,Product Base,Spelt,,,,,,
Plant-based milk & drinks,Plant-based milk / beverages,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Austria CW40.xlsx,Austria,Austria,Total AT incl / Hofer / Lidl,Total / Main retail market,Soy / Plant-based Milk Alternatives,Drink / Milk,,Drink / Milk,Spelt,,,2019,MAT WK4019,700824.9999999999,,EUR,406942.20000000007,406480.20000000007,Dimension 1,,Market,Total AT incl / Hofer / Lidl,Category,Soy / Plant-based Milk Alternatives,Product Type,Drink / Milk,Product Base,Spelt,,,,,,
Plant-based milk & drinks,Plant-based milk / beverages,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Austria CW40.xlsx,Austria,Austria,Total AT incl / Hofer / Lidl,Total / Main retail market,Soy / Plant-based Milk Alternatives,Drink / Milk,,Drink / Milk,Spelt,,,2020,MAT WK4020,1439424,,EUR,848612,848557,Dimension 1,,Market,Total AT incl / Hofer / Lidl,Category,Soy / Plant-based Milk Alternatives,Product Type,Drink / Milk,Product Base,Spelt,,,,,,
Plant-based milk & drinks,Plant-based milk / beverages,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Austria CW40.xlsx,Austria,Austria,Total AT incl / Hofer / Lidl,Total / Main retail market,Soy / Plant-based Milk Alternatives,Drink / Milk,,Drink / Milk,Pea,,,2018,MAT WK4018,0,,EUR,0,0,Dimension 1,,Market,Total AT incl / Hofer / Lidl,Category,Soy / Plant-based Milk Alternatives,Product Type,Drink / Milk,Product Base,Pea,,,,,,
Plant-based milk & drinks,Plant-based milk / beverages,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Austria CW40.xlsx,Austria,Austria,Total AT incl / Hofer / Lidl,Total / Main retail market,Soy / Plant-based Milk Alternatives,Drink / Milk,,Drink / Milk,Pea,,,2019,MAT WK4019,9764.8,,EUR,3435.5,3435.5,Dimension 1,,Market,Total AT incl / Hofer / Lidl,Category,Soy / Plant-based Milk Alternatives,Product Type,Drink / Milk,Product Base,Pea,,,,,,
Plant-based milk & drinks,Plant-based milk / beverages,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Austria CW40.xlsx,Austria,Austria,Total AT incl / Hofer / Lidl,Total / Main retail market,Soy / Plant-based Milk Alternatives,Drink / Milk,,Drink / Milk,Pea,,,2020,MAT WK4020,37589.2,,EUR,13794.7,13794.7,Dimension 1,,Market,Total AT incl / Hofer / Lidl,Category,Soy / Plant-based Milk Alternatives,Product Type,Drink / Milk,Product Base,Pea,,,,,,
Plant-based milk & drinks,Plant-based milk / beverages,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Austria CW40.xlsx,Austria,Austria,Total AT incl / Hofer / Lidl,Total / Main retail market,Soy / Plant-based Milk Alternatives,Drink / Milk,,Drink / Milk,Grain,,,2018,MAT WK4018,9552.899999999998,,EUR,5389.9000000000015,5389.9000000000015,Dimension 1,,Market,Total AT incl / Hofer / Lidl,Category,Soy / Plant-based Milk Alternatives,Product Type,Drink / Milk,Product Base,Grain,,,,,,
Plant-based milk & drinks,Plant-based milk / beverages,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Austria CW40.xlsx,Austria,Austria,Total AT incl / Hofer / Lidl,Total / Main retail market,Soy / Plant-based Milk Alternatives,Drink / Milk,,Drink / Milk,Grain,,,2019,MAT WK4019,22.8,,EUR,8.7,8.7,Dimension 1,,Market,Total AT incl / Hofer / Lidl,Category,Soy / Plant-based Milk Alternatives,Product Type,Drink / Milk,Product Base,Grain,,,,,,
Plant-based milk & drinks,Plant-based milk / beverages,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Austria CW40.xlsx,Austria,Austria,Total AT incl / Hofer / Lidl,Total / Main retail market,Soy / Plant-based Milk Alternatives,Drink / Milk,,Drink / Milk,Grain,,,2020,MAT WK4020,0,,EUR,1,1,Dimension 1,,Market,Total AT incl / Hofer / Lidl,Category,Soy / Plant-based Milk Alternatives,Product Type,Drink / Milk,Product Base,Grain,,,,,,
Plant-based milk & drinks,Plant-based milk / beverages,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Austria CW40.xlsx,Austria,Austria,Total AT incl / Hofer / Lidl,Total / Main retail market,Soy / Plant-based Milk Alternatives,Drink / Milk,,Drink / Milk,Oat,,,2018,MAT WK4018,4807062.900000001,,EUR,2732635,2735227.4,Dimension 1,,Market,Total AT incl / Hofer / Lidl,Category,Soy / Plant-based Milk Alternatives,Product Type,Drink / Milk,Product Base,Oat,,,,,,
Plant-based milk & drinks,Plant-based milk / beverages,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Austria CW40.xlsx,Austria,Austria,Total AT incl / Hofer / Lidl,Total / Main retail market,Soy / Plant-based Milk Alternatives,Drink / Milk,,Drink / Milk,Oat,,,2019,MAT WK4019,6557389.699999998,,EUR,3732552.800000001,3735265.100000001,Dimension 1,,Market,Total AT incl / Hofer / Lidl,Category,Soy / Plant-based Milk Alternatives,Product Type,Drink / Milk,Product Base,Oat,,,,,,
Plant-based milk & drinks,Plant-based milk / beverages,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Austria CW40.xlsx,Austria,Austria,Total AT incl / Hofer / Lidl,Total / Main retail market,Soy / Plant-based Milk Alternatives,Drink / Milk,,Drink / Milk,Oat,,,2020,MAT WK4020,10408693.8,,EUR,5736076.899999999,5740446.3,Dimension 1,,Market,Total AT incl / Hofer / Lidl,Category,Soy / Plant-based Milk Alternatives,Product Type,Drink / Milk,Product Base,Oat,,,,,,
Plant-based milk & drinks,Plant-based milk / beverages,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Austria CW40.xlsx,Austria,Austria,Total AT incl / Hofer / Lidl,Total / Main retail market,Soy / Plant-based Milk Alternatives,Drink / Milk,,Drink / Milk,Hemp,,,2018,MAT WK4018,0,,EUR,0,0,Dimension 1,,Market,Total AT incl / Hofer / Lidl,Category,Soy / Plant-based Milk Alternatives,Product Type,Drink / Milk,Product Base,Hemp,,,,,,
Plant-based milk & drinks,Plant-based milk / beverages,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Austria CW40.xlsx,Austria,Austria,Total AT incl / Hofer / Lidl,Total / Main retail market,Soy / Plant-based Milk Alternatives,Drink / Milk,,Drink / Milk,Hemp,,,2019,MAT WK4019,1152,,EUR,422,422,Dimension 1,,Market,Total AT incl / Hofer / Lidl,Category,Soy / Plant-based Milk Alternatives,Product Type,Drink / Milk,Product Base,Hemp,,,,,,
Plant-based milk & drinks,Plant-based milk / beverages,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Austria CW40.xlsx,Austria,Austria,Total AT incl / Hofer / Lidl,Total / Main retail market,Soy / Plant-based Milk Alternatives,Drink / Milk,,Drink / Milk,Hemp,,,2020,MAT WK4020,18194.2,,EUR,7175,7175,Dimension 1,,Market,Total AT incl / Hofer / Lidl,Category,Soy / Plant-based Milk Alternatives,Product Type,Drink / Milk,Product Base,Hemp,,,,,,
Plant-based milk & drinks,Plant-based milk / beverages,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Austria CW40.xlsx,Austria,Austria,Total AT incl / Hofer / Lidl,Total / Main retail market,Soy / Plant-based Milk Alternatives,Drink / Milk,,Drink / Milk,Hazelnut,,,2018,MAT WK4018,307211.3,,EUR,119155.2,119155.2,Dimension 1,,Market,Total AT incl / Hofer / Lidl,Category,Soy / Plant-based Milk Alternatives,Product Type,Drink / Milk,Product Base,Hazelnut,,,,,,
Plant-based milk & drinks,Plant-based milk / beverages,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Austria CW40.xlsx,Austria,Austria,Total AT incl / Hofer / Lidl,Total / Main retail market,Soy / Plant-based Milk Alternatives,Drink / Milk,,Drink / Milk,Hazelnut,,,2019,MAT WK4019,230732.49999999997,,EUR,87822.5,87822.5,Dimension 1,,Market,Total AT incl / Hofer / Lidl,Category,Soy / Plant-based Milk Alternatives,Product Type,Drink / Milk,Product Base,Hazelnut,,,,,,
Plant-based milk & drinks,Plant-based milk / beverages,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Austria CW40.xlsx,Austria,Austria,Total AT incl / Hofer / Lidl,Total / Main retail market,Soy / Plant-based Milk Alternatives,Drink / Milk,,Drink / Milk,Hazelnut,,,2020,MAT WK4020,308310.20000000007,,EUR,118650.5,118650.5,Dimension 1,,Market,Total AT incl / Hofer / Lidl,Category,Soy / Plant-based Milk Alternatives,Product Type,Drink / Milk,Product Base,Hazelnut,,,,,,
Plant-based milk & drinks,Plant-based milk / beverages,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Austria CW40.xlsx,Austria,Austria,Total AT incl / Hofer / Lidl,Total / Main retail market,Soy / Plant-based Milk Alternatives,Drink / Milk,,Drink / Milk,Millet,,,2018,MAT WK4018,51228.49999999999,,EUR,26598.2,26598.2,Dimension 1,,Market,Total AT incl / Hofer / Lidl,Category,Soy / Plant-based Milk Alternatives,Product Type,Drink / Milk,Product Base,Millet,,,,,,
Plant-based milk & drinks,Plant-based milk / beverages,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Austria CW40.xlsx,Austria,Austria,Total AT incl / Hofer / Lidl,Total / Main retail market,Soy / Plant-based Milk Alternatives,Drink / Milk,,Drink / Milk,Millet,,,2019,MAT WK4019,59246.4,,EUR,30377.2,30377.2,Dimension 1,,Market,Total AT incl / Hofer / Lidl,Category,Soy / Plant-based Milk Alternatives,Product Type,Drink / Milk,Product Base,Millet,,,,,,
Plant-based milk & drinks,Plant-based milk / beverages,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Austria CW40.xlsx,Austria,Austria,Total AT incl / Hofer / Lidl,Total / Main retail market,Soy / Plant-based Milk Alternatives,Drink / Milk,,Drink / Milk,Millet,,,2020,MAT WK4020,34171.600000000006,,EUR,17265.5,17265.5,Dimension 1,,Market,Total AT incl / Hofer / Lidl,Category,Soy / Plant-based Milk Alternatives,Product Type,Drink / Milk,Product Base,Millet,,,,,,
Plant-based milk & drinks,Plant-based milk / beverages,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Austria CW40.xlsx,Austria,Austria,Total AT incl / Hofer / Lidl,Total / Main retail market,Soy / Plant-based Milk Alternatives,Drink / Milk,,Drink / Milk,Coconut,,,2018,MAT WK4018,2382358.8,,EUR,911281.4,1016826.4,Dimension 1,,Market,Total AT incl / Hofer / Lidl,Category,Soy / Plant-based Milk Alternatives,Product Type,Drink / Milk,Product Base,Coconut,,,,,,
Plant-based milk & drinks,Plant-based milk / beverages,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Austria CW40.xlsx,Austria,Austria,Total AT incl / Hofer / Lidl,Total / Main retail market,Soy / Plant-based Milk Alternatives,Drink / Milk,,Drink / Milk,Coconut,,,2019,MAT WK4019,2922805.7,,EUR,1100735.1,1210426.8,Dimension 1,,Market,Total AT incl / Hofer / Lidl,Category,Soy / Plant-based Milk Alternatives,Product Type,Drink / Milk,Product Base,Coconut,,,,,,
Plant-based milk & drinks,Plant-based milk / beverages,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Austria CW40.xlsx,Austria,Austria,Total AT incl / Hofer / Lidl,Total / Main retail market,Soy / Plant-based Milk Alternatives,Drink / Milk,,Drink / Milk,Coconut,,,2020,MAT WK4020,3339855.2,,EUR,1307657.4,1338769.5000000002,Dimension 1,,Market,Total AT incl / Hofer / Lidl,Category,Soy / Plant-based Milk Alternatives,Product Type,Drink / Milk,Product Base,Coconut,,,,,,
Plant-based milk & drinks,Plant-based milk / beverages,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Austria CW40.xlsx,Austria,Austria,Total AT incl / Hofer / Lidl,Total / Main retail market,Soy / Plant-based Milk Alternatives,Drink / Milk,,Drink / Milk,Leinsamen,,,2018,MAT WK4018,16784.100000000002,,EUR,7934,7934,Dimension 1,,Market,Total AT incl / Hofer / Lidl,Category,Soy / Plant-based Milk Alternatives,Product Type,Drink / Milk,Product Base,Leinsamen,,,,,,
Plant-based milk & drinks,Plant-based milk / beverages,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Austria CW40.xlsx,Austria,Austria,Total AT incl / Hofer / Lidl,Total / Main retail market,Soy / Plant-based Milk Alternatives,Drink / Milk,,Drink / Milk,Leinsamen,,,2019,MAT WK4019,10153.7,,EUR,5095,5095,Dimension 1,,Market,Total AT incl / Hofer / Lidl,Category,Soy / Plant-based Milk Alternatives,Product Type,Drink / Milk,Product Base,Leinsamen,,,,,,
Plant-based milk & drinks,Plant-based milk / beverages,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Austria CW40.xlsx,Austria,Austria,Total AT incl / Hofer / Lidl,Total / Main retail market,Soy / Plant-based Milk Alternatives,Drink / Milk,,Drink / Milk,Leinsamen,,,2020,MAT WK4020,758.5,,EUR,393,393,Dimension 1,,Market,Total AT incl / Hofer / Lidl,Category,Soy / Plant-based Milk Alternatives,Product Type,Drink / Milk,Product Base,Leinsamen,,,,,,
Plant-based milk & drinks,Plant-based milk / beverages,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Austria CW40.xlsx,Austria,Austria,Total AT incl / Hofer / Lidl,Total / Main retail market,Soy / Plant-based Milk Alternatives,Drink / Milk,,Drink / Milk,LupinN,,,2018,MAT WK4018,23856.700000000004,,EUR,9079,9079,Dimension 1,,Market,Total AT incl / Hofer / Lidl,Category,Soy / Plant-based Milk Alternatives,Product Type,Drink / Milk,Product Base,LupinN,,,,,,
Plant-based milk & drinks,Plant-based milk / beverages,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Austria CW40.xlsx,Austria,Austria,Total AT incl / Hofer / Lidl,Total / Main retail market,Soy / Plant-based Milk Alternatives,Drink / Milk,,Drink / Milk,LupinN,,,2019,MAT WK4019,30035.8,,EUR,11525,11525,Dimension 1,,Market,Total AT incl / Hofer / Lidl,Category,Soy / Plant-based Milk Alternatives,Product Type,Drink / Milk,Product Base,LupinN,,,,,,
Plant-based milk & drinks,Plant-based milk / beverages,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Austria CW40.xlsx,Austria,Austria,Total AT incl / Hofer / Lidl,Total / Main retail market,Soy / Plant-based Milk Alternatives,Drink / Milk,,Drink / Milk,LupinN,,,2020,MAT WK4020,34076.6,,EUR,13155,13155,Dimension 1,,Market,Total AT incl / Hofer / Lidl,Category,Soy / Plant-based Milk Alternatives,Product Type,Drink / Milk,Product Base,LupinN,,,,,,
Plant-based milk & drinks,Plant-based milk / beverages,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Austria CW40.xlsx,Austria,Austria,Total AT incl / Hofer / Lidl,Total / Main retail market,Soy / Plant-based Milk Alternatives,Drink / Milk,,Drink / Milk,Macadamia,,,2018,MAT WK4018,0,,EUR,0,0,Dimension 1,,Market,Total AT incl / Hofer / Lidl,Category,Soy / Plant-based Milk Alternatives,Product Type,Drink / Milk,Product Base,Macadamia,,,,,,
Plant-based milk & drinks,Plant-based milk / beverages,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Austria CW40.xlsx,Austria,Austria,Total AT incl / Hofer / Lidl,Total / Main retail market,Soy / Plant-based Milk Alternatives,Drink / Milk,,Drink / Milk,Macadamia,,,2019,MAT WK4019,0,,EUR,0,0,Dimension 1,,Market,Total AT incl / Hofer / Lidl,Category,Soy / Plant-based Milk Alternatives,Product Type,Drink / Milk,Product Base,Macadamia,,,,,,
Plant-based milk & drinks,Plant-based milk / beverages,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Austria CW40.xlsx,Austria,Austria,Total AT incl / Hofer / Lidl,Total / Main retail market,Soy / Plant-based Milk Alternatives,Drink / Milk,,Drink / Milk,Macadamia,,,2020,MAT WK4020,0,,EUR,0,0,Dimension 1,,Market,Total AT incl / Hofer / Lidl,Category,Soy / Plant-based Milk Alternatives,Product Type,Drink / Milk,Product Base,Macadamia,,,,,,
Plant-based milk & drinks,Plant-based milk / beverages,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Austria CW40.xlsx,Austria,Austria,Total AT incl / Hofer / Lidl,Total / Main retail market,Soy / Plant-based Milk Alternatives,Drink / Milk,,Drink / Milk,Almond,,,2018,MAT WK4018,5746174.8,,EUR,2241509.6,2421298.2,Dimension 1,,Market,Total AT incl / Hofer / Lidl,Category,Soy / Plant-based Milk Alternatives,Product Type,Drink / Milk,Product Base,Almond,,,,,,
Plant-based milk & drinks,Plant-based milk / beverages,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Austria CW40.xlsx,Austria,Austria,Total AT incl / Hofer / Lidl,Total / Main retail market,Soy / Plant-based Milk Alternatives,Drink / Milk,,Drink / Milk,Almond,,,2019,MAT WK4019,6935772.9,,EUR,2719945.4,2869807.4,Dimension 1,,Market,Total AT incl / Hofer / Lidl,Category,Soy / Plant-based Milk Alternatives,Product Type,Drink / Milk,Product Base,Almond,,,,,,
Plant-based milk & drinks,Plant-based milk / beverages,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Austria CW40.xlsx,Austria,Austria,Total AT incl / Hofer / Lidl,Total / Main retail market,Soy / Plant-based Milk Alternatives,Drink / Milk,,Drink / Milk,Almond,,,2020,MAT WK4020,9478741.8,,EUR,3740436.0000000014,3892153.700000001,Dimension 1,,Market,Total AT incl / Hofer / Lidl,Category,Soy / Plant-based Milk Alternatives,Product Type,Drink / Milk,Product Base,Almond,,,,,,
Plant-based milk & drinks,Plant-based milk / beverages,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Austria CW40.xlsx,Austria,Austria,Total AT incl / Hofer / Lidl,Total / Main retail market,Soy / Plant-based Milk Alternatives,Drink / Milk,,Drink / Milk,Quinoa,,,2018,MAT WK4018,0,,EUR,0,0,Dimension 1,,Market,Total AT incl / Hofer / Lidl,Category,Soy / Plant-based Milk Alternatives,Product Type,Drink / Milk,Product Base,Quinoa,,,,,,
Plant-based milk & drinks,Plant-based milk / beverages,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Austria CW40.xlsx,Austria,Austria,Total AT incl / Hofer / Lidl,Total / Main retail market,Soy / Plant-based Milk Alternatives,Drink / Milk,,Drink / Milk,Quinoa,,,2019,MAT WK4019,0,,EUR,0,0,Dimension 1,,Market,Total AT incl / Hofer / Lidl,Category,Soy / Plant-based Milk Alternatives,Product Type,Drink / Milk,Product Base,Quinoa,,,,,,
Plant-based milk & drinks,Plant-based milk / beverages,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Austria CW40.xlsx,Austria,Austria,Total AT incl / Hofer / Lidl,Total / Main retail market,Soy / Plant-based Milk Alternatives,Drink / Milk,,Drink / Milk,Quinoa,,,2020,MAT WK4020,5506.799999999997,,EUR,2370,2370,Dimension 1,,Market,Total AT incl / Hofer / Lidl,Category,Soy / Plant-based Milk Alternatives,Product Type,Drink / Milk,Product Base,Quinoa,,,,,,
Plant-based milk & drinks,Plant-based milk / beverages,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Austria CW40.xlsx,Austria,Austria,Total AT incl / Hofer / Lidl,Total / Main retail market,Soy / Plant-based Milk Alternatives,Drink / Milk,,Drink / Milk,Rice,,,2018,MAT WK4018,3756481.8,,EUR,2187607.4,2203953.9,Dimension 1,,Market,Total AT incl / Hofer / Lidl,Category,Soy / Plant-based Milk Alternatives,Product Type,Drink / Milk,Product Base,Rice,,,,,,
Plant-based milk & drinks,Plant-based milk / beverages,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Austria CW40.xlsx,Austria,Austria,Total AT incl / Hofer / Lidl,Total / Main retail market,Soy / Plant-based Milk Alternatives,Drink / Milk,,Drink / Milk,Rice,,,2019,MAT WK4019,3788992.2,,EUR,2299786.8,2314590.1,Dimension 1,,Market,Total AT incl / Hofer / Lidl,Category,Soy / Plant-based Milk Alternatives,Product Type,Drink / Milk,Product Base,Rice,,,,,,
Plant-based milk & drinks,Plant-based milk / beverages,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Austria CW40.xlsx,Austria,Austria,Total AT incl / Hofer / Lidl,Total / Main retail market,Soy / Plant-based Milk Alternatives,Drink / Milk,,Drink / Milk,Rice,,,2020,MAT WK4020,5058997.1,,EUR,2976191.200000001,3051475.300000001,Dimension 1,,Market,Total AT incl / Hofer / Lidl,Category,Soy / Plant-based Milk Alternatives,Product Type,Drink / Milk,Product Base,Rice,,,,,,
Plant-based milk & drinks,Plant-based milk / beverages,Specific product/category row,Identified from milk / drink / beverage wording,Plant-based drinks / milk alternatives,Austria CW40.xlsx,Austria,Austria,Total AT incl / Hofer / Lidl,Total / Main retail market,Soy / Plant-based Milk Alternatives,Drink / Milk,,Drink / Milk,Soy,,,2018,MAT WK4018,4551122.500000001,,EUR,2558517.8,2571217.6999999997,Dimension 1,,Market,Total AT incl / Hofer / Lidl,Category,Soy / Plant-based Milk Alternatives,Product Type,Drink / Milk,Product Base,Soy,,,,,,
