Product Group,Product Group Detail,Aggregation Level,Cleaning Basis,Original Product Group,Source File,Source Sheet,Country,Market,Retail Channel,Product Category,Product Segment,Product Subsegment,Product Type,Product Base / Ingredient,Private Label,Storage State,Year,MAT Period,Value EUR,Value Local Currency,Local Currency,Volume kg/l,Selling Units,Dimension 1 Header,Dimension 1 Value,Dimension 2 Header,Dimension 2 Value,Dimension 3 Header,Dimension 3 Value,Dimension 4 Header,Dimension 4 Value,Dimension 5 Header,Dimension 5 Value,Dimension 6 Header,Dimension 6 Value,Dimension 7 Header,Dimension 7 Value,Dimension 8 Header,Dimension 8 Value
Plant-based ice cream,Plant-based ice cream - total or unspecified,Specific product/category row,Identified from ice cream / dessert wording,Plant-based ice cream,Denmark CW40.xlsx,Denmark,Denmark,TOTAL DK (Grocery Trade incl / Discount),Discount,Ice Cream,DESSERTIS (Ice Cream),,DESSERTIS (Ice Cream),,,,2020,MAT WK4020,79.13788405799998,589.0426799999999,DKK,12.256275999999998,17.042999999999996,Dimension 1,,Market,TOTAL DK (Grocery Trade incl / Discount),Product Class,Ice Cream,Product Type,DESSERTIS (Ice Cream),Plant Type / Sub Product Class,Dessertis Familiepakker,,,,,,
Plant-based ice cream,Plant-based ice cream - total or unspecified,Specific product/category row,Identified from ice cream / dessert wording,Plant-based ice cream,Denmark CW40.xlsx,Denmark,Denmark,TOTAL DK (Grocery Trade incl / Discount),Discount,Ice Cream,DESSERTIS (Ice Cream),,DESSERTIS (Ice Cream),,,,2018,MAT WK4018,0,0,DKK,0,0,Dimension 1,,Market,TOTAL DK (Grocery Trade incl / Discount),Product Class,Ice Cream,Product Type,DESSERTIS (Ice Cream),Plant Type / Sub Product Class,Islagkager (Roulader),,,,,,
Plant-based ice cream,Plant-based ice cream - total or unspecified,Specific product/category row,Identified from ice cream / dessert wording,Plant-based ice cream,Denmark CW40.xlsx,Denmark,Denmark,TOTAL DK (Grocery Trade incl / Discount),Discount,Ice Cream,DESSERTIS (Ice Cream),,DESSERTIS (Ice Cream),,,,2019,MAT WK4019,0,0,DKK,0,0,Dimension 1,,Market,TOTAL DK (Grocery Trade incl / Discount),Product Class,Ice Cream,Product Type,DESSERTIS (Ice Cream),Plant Type / Sub Product Class,Islagkager (Roulader),,,,,,
Plant-based ice cream,Plant-based ice cream - total or unspecified,Specific product/category row,Identified from ice cream / dessert wording,Plant-based ice cream,Denmark CW40.xlsx,Denmark,Denmark,TOTAL DK (Grocery Trade incl / Discount),Discount,Ice Cream,DESSERTIS (Ice Cream),,DESSERTIS (Ice Cream),,,,2020,MAT WK4020,0,0,DKK,0,0,Dimension 1,,Market,TOTAL DK (Grocery Trade incl / Discount),Product Class,Ice Cream,Product Type,DESSERTIS (Ice Cream),Plant Type / Sub Product Class,Islagkager (Roulader),,,,,,
Plant-based ice cream,Plant-based ice cream - total or unspecified,Specific product/category row,Identified from ice cream / dessert wording,Plant-based ice cream,Denmark CW40.xlsx,Denmark,Denmark,TOTAL DK (Grocery Trade incl / Discount),Discount,Ice Cream,DESSERTIS (Ice Cream),,DESSERTIS (Ice Cream),,,,2018,MAT WK4018,0,0,DKK,0,0,Dimension 1,,Market,TOTAL DK (Grocery Trade incl / Discount),Product Class,Ice Cream,Product Type,DESSERTIS (Ice Cream),Plant Type / Sub Product Class,Ispinde I Stk /,,,,,,
Plant-based ice cream,Plant-based ice cream - total or unspecified,Specific product/category row,Identified from ice cream / dessert wording,Plant-based ice cream,Denmark CW40.xlsx,Denmark,Denmark,TOTAL DK (Grocery Trade incl / Discount),Discount,Ice Cream,DESSERTIS (Ice Cream),,DESSERTIS (Ice Cream),,,,2019,MAT WK4019,0.0067175,0.05,DKK,0.000142,0.002,Dimension 1,,Market,TOTAL DK (Grocery Trade incl / Discount),Product Class,Ice Cream,Product Type,DESSERTIS (Ice Cream),Plant Type / Sub Product Class,Ispinde I Stk /,,,,,,
Plant-based ice cream,Plant-based ice cream - total or unspecified,Specific product/category row,Identified from ice cream / dessert wording,Plant-based ice cream,Denmark CW40.xlsx,Denmark,Denmark,TOTAL DK (Grocery Trade incl / Discount),Discount,Ice Cream,DESSERTIS (Ice Cream),,DESSERTIS (Ice Cream),,,,2020,MAT WK4020,0,0,DKK,0,0,Dimension 1,,Market,TOTAL DK (Grocery Trade incl / Discount),Product Class,Ice Cream,Product Type,DESSERTIS (Ice Cream),Plant Type / Sub Product Class,Ispinde I Stk /,,,,,,
Plant-based ice cream,Plant-based ice cream - total or unspecified,Specific product/category row,Identified from ice cream / dessert wording,Plant-based ice cream,Denmark CW40.xlsx,Denmark,Denmark,TOTAL DK (Grocery Trade incl / Discount),Discount,Ice Cream,DESSERTIS (Ice Cream),,DESSERTIS (Ice Cream),,,,2018,MAT WK4018,0.199607826,1.48573,DKK,0.03882,0.096,Dimension 1,,Market,TOTAL DK (Grocery Trade incl / Discount),Product Class,Ice Cream,Product Type,DESSERTIS (Ice Cream),Plant Type / Sub Product Class,Multipak,,,,,,
Plant-based ice cream,Plant-based ice cream - total or unspecified,Specific product/category row,Identified from ice cream / dessert wording,Plant-based ice cream,Denmark CW40.xlsx,Denmark,Denmark,TOTAL DK (Grocery Trade incl / Discount),Discount,Ice Cream,DESSERTIS (Ice Cream),,DESSERTIS (Ice Cream),,,,2019,MAT WK4019,251.0177061,1868.38635,DKK,13.54536,37.626,Dimension 1,,Market,TOTAL DK (Grocery Trade incl / Discount),Product Class,Ice Cream,Product Type,DESSERTIS (Ice Cream),Plant Type / Sub Product Class,Multipak,,,,,,
Plant-based ice cream,Plant-based ice cream - total or unspecified,Specific product/category row,Identified from ice cream / dessert wording,Plant-based ice cream,Denmark CW40.xlsx,Denmark,Denmark,TOTAL DK (Grocery Trade incl / Discount),Discount,Ice Cream,DESSERTIS (Ice Cream),,DESSERTIS (Ice Cream),,,,2020,MAT WK4020,474.6037513220001,3532.5921200000003,DKK,26.785488,74.404,Dimension 1,,Market,TOTAL DK (Grocery Trade incl / Discount),Product Class,Ice Cream,Product Type,DESSERTIS (Ice Cream),Plant Type / Sub Product Class,Multipak,,,,,,
Plant-based meat/fish alternatives & ready meals,Plant-based ready meals / meal makers,Storage/channel split row,"Identified from meat/fish substitute, tofu/seitan/Quorn, sausage, burger, ready-meal, or similar wording",Meat alternatives,Denmark CW40.xlsx,Denmark,Denmark,Total Dk,Total / Main retail market,Meat,F?RDIGMAD (Prepared Dishes - Fresh),,F?RDIGMAD (Prepared Dishes - Fresh),,,,2018,MAT WK4018,8415.498495,62638.61924000001,DKK,830.9985040000003,3065.927,Dimension 1,,Market,Total Dk,Product Class,Meat,Product Type,F?RDIGMAD (Prepared Dishes - Fresh),Plant Type / Sub Product Class,,,,,,,
Plant-based meat/fish alternatives & ready meals,Plant-based ready meals / meal makers,Storage/channel split row,"Identified from meat/fish substitute, tofu/seitan/Quorn, sausage, burger, ready-meal, or similar wording",Meat alternatives,Denmark CW40.xlsx,Denmark,Denmark,Total Dk,Total / Main retail market,Meat,F?RDIGMAD (Prepared Dishes - Fresh),,F?RDIGMAD (Prepared Dishes - Fresh),,,,2019,MAT WK4019,11893.954534327497,88529.62064999997,DKK,1225.6729099999998,3955.1550000000007,Dimension 1,,Market,Total Dk,Product Class,Meat,Product Type,F?RDIGMAD (Prepared Dishes - Fresh),Plant Type / Sub Product Class,,,,,,,
Plant-based meat/fish alternatives & ready meals,Plant-based ready meals / meal makers,Storage/channel split row,"Identified from meat/fish substitute, tofu/seitan/Quorn, sausage, burger, ready-meal, or similar wording",Meat alternatives,Denmark CW40.xlsx,Denmark,Denmark,Total Dk,Total / Main retail market,Meat,F?RDIGMAD (Prepared Dishes - Fresh),,F?RDIGMAD (Prepared Dishes - Fresh),,,,2020,MAT WK4020,13142.418262409496,97822.24236999998,DKK,1246.413498,4086.9850000000006,Dimension 1,,Market,Total Dk,Product Class,Meat,Product Type,F?RDIGMAD (Prepared Dishes - Fresh),Plant Type / Sub Product Class,,,,,,,
Plant-based meat/fish alternatives & ready meals,Plant-based ready meals / meal makers,Storage/channel split row,"Identified from meat/fish substitute, tofu/seitan/Quorn, sausage, burger, ready-meal, or similar wording",Meat alternatives,Denmark CW40.xlsx,Denmark,Denmark,Total Dk,Total / Main retail market,Meat,F?RDIGRETTER (Prepared Dishes - Frozen),,F?RDIGRETTER (Prepared Dishes - Frozen),,,,2018,MAT WK4018,8241.8817100455,61346.34693000001,DKK,712.3618949999999,2348.751,Dimension 1,,Market,Total Dk,Product Class,Meat,Product Type,F?RDIGRETTER (Prepared Dishes - Frozen),Plant Type / Sub Product Class,,,,,,,
Plant-based meat/fish alternatives & ready meals,Plant-based ready meals / meal makers,Storage/channel split row,"Identified from meat/fish substitute, tofu/seitan/Quorn, sausage, burger, ready-meal, or similar wording",Meat alternatives,Denmark CW40.xlsx,Denmark,Denmark,Total Dk,Total / Main retail market,Meat,F?RDIGRETTER (Prepared Dishes - Frozen),,F?RDIGRETTER (Prepared Dishes - Frozen),,,,2019,MAT WK4019,8963.636186218495,66718.54250999997,DKK,790.234318,2575.256999999999,Dimension 1,,Market,Total Dk,Product Class,Meat,Product Type,F?RDIGRETTER (Prepared Dishes - Frozen),Plant Type / Sub Product Class,,,,,,,
Plant-based meat/fish alternatives & ready meals,Plant-based ready meals / meal makers,Storage/channel split row,"Identified from meat/fish substitute, tofu/seitan/Quorn, sausage, burger, ready-meal, or similar wording",Meat alternatives,Denmark CW40.xlsx,Denmark,Denmark,Total Dk,Total / Main retail market,Meat,F?RDIGRETTER (Prepared Dishes - Frozen),,F?RDIGRETTER (Prepared Dishes - Frozen),,,,2020,MAT WK4020,11806.0979720885,87875.68271,DKK,1048.81201,3424.9169999999995,Dimension 1,,Market,Total Dk,Product Class,Meat,Product Type,F?RDIGRETTER (Prepared Dishes - Frozen),Plant Type / Sub Product Class,,,,,,,
Plant-based meat/fish alternatives & ready meals,Plant-based sausages / cold cuts,Specific product/category row,"Identified from meat/fish substitute, tofu/seitan/Quorn, sausage, burger, ready-meal, or similar wording",Meat alternatives,Denmark CW40.xlsx,Denmark,Denmark,Total Dk,Total / Main retail market,Meat,P?L?G (Cold Cuts),,P?L?G (Cold Cuts),,,,2018,MAT WK4018,2705.6693230225,20138.96035,DKK,138.703727,1449.902,Dimension 1,,Market,Total Dk,Product Class,Meat,Product Type,P?L?G (Cold Cuts),Plant Type / Sub Product Class,,,,,,,
Plant-based meat/fish alternatives & ready meals,Plant-based sausages / cold cuts,Specific product/category row,"Identified from meat/fish substitute, tofu/seitan/Quorn, sausage, burger, ready-meal, or similar wording",Meat alternatives,Denmark CW40.xlsx,Denmark,Denmark,Total Dk,Total / Main retail market,Meat,P?L?G (Cold Cuts),,P?L?G (Cold Cuts),,,,2019,MAT WK4019,3545.5765766305008,26390.596030000008,DKK,182.94020000000003,1892.051,Dimension 1,,Market,Total Dk,Product Class,Meat,Product Type,P?L?G (Cold Cuts),Plant Type / Sub Product Class,,,,,,,
Plant-based meat/fish alternatives & ready meals,Plant-based sausages / cold cuts,Specific product/category row,"Identified from meat/fish substitute, tofu/seitan/Quorn, sausage, burger, ready-meal, or similar wording",Meat alternatives,Denmark CW40.xlsx,Denmark,Denmark,Total Dk,Total / Main retail market,Meat,P?L?G (Cold Cuts),,P?L?G (Cold Cuts),,,,2020,MAT WK4020,3535.3310389129992,26314.33598,DKK,186.768905,1792.2210000000002,Dimension 1,,Market,Total Dk,Product Class,Meat,Product Type,P?L?G (Cold Cuts),Plant Type / Sub Product Class,,,,,,,
Plant-based meat/fish alternatives & ready meals,Plant-based sausages / cold cuts,Specific product/category row,"Identified from meat/fish substitute, tofu/seitan/Quorn, sausage, burger, ready-meal, or similar wording",Meat alternatives,Denmark CW40.xlsx,Denmark,Denmark,Total Dk,Total / Main retail market,Meat,P?LSER (Sausages),,P?LSER (Sausages),,,,2018,MAT WK4018,169.97668579600003,1265.1781600000002,DKK,9.139539,41.822,Dimension 1,,Market,Total Dk,Product Class,Meat,Product Type,P?LSER (Sausages),Plant Type / Sub Product Class,,,,,,,
Plant-based meat/fish alternatives & ready meals,Plant-based sausages / cold cuts,Specific product/category row,"Identified from meat/fish substitute, tofu/seitan/Quorn, sausage, burger, ready-meal, or similar wording",Meat alternatives,Denmark CW40.xlsx,Denmark,Denmark,Total Dk,Total / Main retail market,Meat,P?LSER (Sausages),,P?LSER (Sausages),,,,2019,MAT WK4019,782.1644915090003,5821.8421400000025,DKK,69.956584,242.697,Dimension 1,,Market,Total Dk,Product Class,Meat,Product Type,P?LSER (Sausages),Plant Type / Sub Product Class,,,,,,,
Plant-based meat/fish alternatives & ready meals,Plant-based sausages / cold cuts,Specific product/category row,"Identified from meat/fish substitute, tofu/seitan/Quorn, sausage, burger, ready-meal, or similar wording",Meat alternatives,Denmark CW40.xlsx,Denmark,Denmark,Total Dk,Total / Main retail market,Meat,P?LSER (Sausages),,P?LSER (Sausages),,,,2020,MAT WK4020,594.2634131355001,4423.24833,DKK,48.84475400000001,177.89900000000006,Dimension 1,,Market,Total Dk,Product Class,Meat,Product Type,P?LSER (Sausages),Plant Type / Sub Product Class,,,,,,,
Plant-based meat/fish alternatives & ready meals,Plant-based sausages / cold cuts,Specific product/category row,"Identified from meat/fish substitute, tofu/seitan/Quorn, sausage, burger, ready-meal, or similar wording",Meat alternatives,Denmark CW40.xlsx,Denmark,Denmark,Total Dk,Total / Main retail market,Meat,SALAMI & SANDWICHP?LSER (Salami and Sandwich Sausages),,SALAMI & SANDWICHP?LSER (Salami and Sandwich Sausages),,,,2018,MAT WK4018,80.22918627,597.16551,DKK,3.1375080000000004,39.375,Dimension 1,,Market,Total Dk,Product Class,Meat,Product Type,SALAMI & SANDWICHP?LSER (Salami and Sandwich Sausages),Plant Type / Sub Product Class,,,,,,,
Plant-based meat/fish alternatives & ready meals,Plant-based sausages / cold cuts,Specific product/category row,"Identified from meat/fish substitute, tofu/seitan/Quorn, sausage, burger, ready-meal, or similar wording",Meat alternatives,Denmark CW40.xlsx,Denmark,Denmark,Total Dk,Total / Main retail market,Meat,SALAMI & SANDWICHP?LSER (Salami and Sandwich Sausages),,SALAMI & SANDWICHP?LSER (Salami and Sandwich Sausages),,,,2019,MAT WK4019,163.83943135450002,1219.49707,DKK,7.237380999999999,90.67600000000002,Dimension 1,,Market,Total Dk,Product Class,Meat,Product Type,SALAMI & SANDWICHP?LSER (Salami and Sandwich Sausages),Plant Type / Sub Product Class,,,,,,,
Plant-based meat/fish alternatives & ready meals,Plant-based sausages / cold cuts,Specific product/category row,"Identified from meat/fish substitute, tofu/seitan/Quorn, sausage, burger, ready-meal, or similar wording",Meat alternatives,Denmark CW40.xlsx,Denmark,Denmark,Total Dk,Total / Main retail market,Meat,SALAMI & SANDWICHP?LSER (Salami and Sandwich Sausages),,SALAMI & SANDWICHP?LSER (Salami and Sandwich Sausages),,,,2020,MAT WK4020,292.5906625,2177.8240600000004,DKK,14.162697,143.66199999999998,Dimension 1,,Market,Total Dk,Product Class,Meat,Product Type,SALAMI & SANDWICHP?LSER (Salami and Sandwich Sausages),Plant Type / Sub Product Class,,,,,,,
Plant-based meat/fish alternatives & ready meals,Plant-based ready meals / meal makers,Storage/channel split row,"Identified from meat/fish substitute, tofu/seitan/Quorn, sausage, burger, ready-meal, or similar wording",Meat alternatives,Denmark CW40.xlsx,Denmark,Denmark,Discount,Discount,Meat,F?RDIGMAD (Prepared Dishes - Fresh),,F?RDIGMAD (Prepared Dishes - Fresh),,,,2018,MAT WK4018,4409.5846671525,32821.620149999995,DKK,518.645703,1890.543,Dimension 1,,Market,Discount,Product Class,Meat,Product Type,F?RDIGMAD (Prepared Dishes - Fresh),Plant Type / Sub Product Class,,,,,,,
Plant-based meat/fish alternatives & ready meals,Plant-based ready meals / meal makers,Storage/channel split row,"Identified from meat/fish substitute, tofu/seitan/Quorn, sausage, burger, ready-meal, or similar wording",Meat alternatives,Denmark CW40.xlsx,Denmark,Denmark,Discount,Discount,Meat,F?RDIGMAD (Prepared Dishes - Fresh),,F?RDIGMAD (Prepared Dishes - Fresh),,,,2019,MAT WK4019,5647.805072,42037.9983,DKK,622.9181730000001,2256.137,Dimension 1,,Market,Discount,Product Class,Meat,Product Type,F?RDIGMAD (Prepared Dishes - Fresh),Plant Type / Sub Product Class,,,,,,,
Plant-based meat/fish alternatives & ready meals,Plant-based ready meals / meal makers,Storage/channel split row,"Identified from meat/fish substitute, tofu/seitan/Quorn, sausage, burger, ready-meal, or similar wording",Meat alternatives,Denmark CW40.xlsx,Denmark,Denmark,Discount,Discount,Meat,F?RDIGMAD (Prepared Dishes - Fresh),,F?RDIGMAD (Prepared Dishes - Fresh),,,,2020,MAT WK4020,5570.462678564998,41462.31989999999,DKK,587.6530920000001,2174.684,Dimension 1,,Market,Discount,Product Class,Meat,Product Type,F?RDIGMAD (Prepared Dishes - Fresh),Plant Type / Sub Product Class,,,,,,,
Plant-based meat/fish alternatives & ready meals,Plant-based ready meals / meal makers,Storage/channel split row,"Identified from meat/fish substitute, tofu/seitan/Quorn, sausage, burger, ready-meal, or similar wording",Meat alternatives,Denmark CW40.xlsx,Denmark,Denmark,Discount,Discount,Meat,F?RDIGRETTER (Prepared Dishes - Frozen),,F?RDIGRETTER (Prepared Dishes - Frozen),,,,2018,MAT WK4018,3624.535731,26978.30838,DKK,322.41894500000006,1068.475,Dimension 1,,Market,Discount,Product Class,Meat,Product Type,F?RDIGRETTER (Prepared Dishes - Frozen),Plant Type / Sub Product Class,,,,,,,
Plant-based meat/fish alternatives & ready meals,Plant-based ready meals / meal makers,Storage/channel split row,"Identified from meat/fish substitute, tofu/seitan/Quorn, sausage, burger, ready-meal, or similar wording",Meat alternatives,Denmark CW40.xlsx,Denmark,Denmark,Discount,Discount,Meat,F?RDIGRETTER (Prepared Dishes - Frozen),,F?RDIGRETTER (Prepared Dishes - Frozen),,,,2019,MAT WK4019,3870.1784172589983,28806.687139999987,DKK,361.72726100000006,1169.688,Dimension 1,,Market,Discount,Product Class,Meat,Product Type,F?RDIGRETTER (Prepared Dishes - Frozen),Plant Type / Sub Product Class,,,,,,,
Plant-based meat/fish alternatives & ready meals,Plant-based ready meals / meal makers,Storage/channel split row,"Identified from meat/fish substitute, tofu/seitan/Quorn, sausage, burger, ready-meal, or similar wording",Meat alternatives,Denmark CW40.xlsx,Denmark,Denmark,Discount,Discount,Meat,F?RDIGRETTER (Prepared Dishes - Frozen),,F?RDIGRETTER (Prepared Dishes - Frozen),,,,2020,MAT WK4020,5031.233323285998,37448.70355999999,DKK,464.073109,1535.2429999999997,Dimension 1,,Market,Discount,Product Class,Meat,Product Type,F?RDIGRETTER (Prepared Dishes - Frozen),Plant Type / Sub Product Class,,,,,,,
Plant-based meat/fish alternatives & ready meals,Plant-based sausages / cold cuts,Specific product/category row,"Identified from meat/fish substitute, tofu/seitan/Quorn, sausage, burger, ready-meal, or similar wording",Meat alternatives,Denmark CW40.xlsx,Denmark,Denmark,Discount,Discount,Meat,P?L?G (Cold Cuts),,P?L?G (Cold Cuts),,,,2018,MAT WK4018,1174.6377084924998,8743.116549999999,DKK,65.823375,661.9350000000001,Dimension 1,,Market,Discount,Product Class,Meat,Product Type,P?L?G (Cold Cuts),Plant Type / Sub Product Class,,,,,,,
Plant-based meat/fish alternatives & ready meals,Plant-based sausages / cold cuts,Specific product/category row,"Identified from meat/fish substitute, tofu/seitan/Quorn, sausage, burger, ready-meal, or similar wording",Meat alternatives,Denmark CW40.xlsx,Denmark,Denmark,Discount,Discount,Meat,P?L?G (Cold Cuts),,P?L?G (Cold Cuts),,,,2019,MAT WK4019,1810.509892,13476.06916,DKK,101.103745,1010.39,Dimension 1,,Market,Discount,Product Class,Meat,Product Type,P?L?G (Cold Cuts),Plant Type / Sub Product Class,,,,,,,
Plant-based meat/fish alternatives & ready meals,Plant-based sausages / cold cuts,Specific product/category row,"Identified from meat/fish substitute, tofu/seitan/Quorn, sausage, burger, ready-meal, or similar wording",Meat alternatives,Denmark CW40.xlsx,Denmark,Denmark,Discount,Discount,Meat,P?L?G (Cold Cuts),,P?L?G (Cold Cuts),,,,2020,MAT WK4020,1455.2660525089998,10831.902139999998,DKK,76.210678,769.038,Dimension 1,,Market,Discount,Product Class,Meat,Product Type,P?L?G (Cold Cuts),Plant Type / Sub Product Class,,,,,,,
Plant-based meat/fish alternatives & ready meals,Plant-based sausages / cold cuts,Specific product/category row,"Identified from meat/fish substitute, tofu/seitan/Quorn, sausage, burger, ready-meal, or similar wording",Meat alternatives,Denmark CW40.xlsx,Denmark,Denmark,Discount,Discount,Meat,P?LSER (Sausages),,P?LSER (Sausages),,,,2018,MAT WK4018,13.272241692499998,98.78855,DKK,0.98686,5.301,Dimension 1,,Market,Discount,Product Class,Meat,Product Type,P?LSER (Sausages),Plant Type / Sub Product Class,,,,,,,
Plant-based meat/fish alternatives & ready meals,Plant-based sausages / cold cuts,Specific product/category row,"Identified from meat/fish substitute, tofu/seitan/Quorn, sausage, burger, ready-meal, or similar wording",Meat alternatives,Denmark CW40.xlsx,Denmark,Denmark,Discount,Discount,Meat,P?LSER (Sausages),,P?LSER (Sausages),,,,2019,MAT WK4019,467.1937281,3477.4375,DKK,44.850911,149.53300000000002,Dimension 1,,Market,Discount,Product Class,Meat,Product Type,P?LSER (Sausages),Plant Type / Sub Product Class,,,,,,,
Plant-based meat/fish alternatives & ready meals,Plant-based sausages / cold cuts,Specific product/category row,"Identified from meat/fish substitute, tofu/seitan/Quorn, sausage, burger, ready-meal, or similar wording",Meat alternatives,Denmark CW40.xlsx,Denmark,Denmark,Discount,Discount,Meat,P?LSER (Sausages),,P?LSER (Sausages),,,,2020,MAT WK4020,300.2311228,2234.69388,DKK,26.085570000000004,87.916,Dimension 1,,Market,Discount,Product Class,Meat,Product Type,P?LSER (Sausages),Plant Type / Sub Product Class,,,,,,,
Plant-based meat/fish alternatives & ready meals,Plant-based sausages / cold cuts,Specific product/category row,"Identified from meat/fish substitute, tofu/seitan/Quorn, sausage, burger, ready-meal, or similar wording",Meat alternatives,Denmark CW40.xlsx,Denmark,Denmark,Discount,Discount,Meat,SALAMI & SANDWICHP?LSER (Salami and Sandwich Sausages),,SALAMI & SANDWICHP?LSER (Salami and Sandwich Sausages),,,,2018,MAT WK4018,7.691271487,57.24802,DKK,0.39312,4.914000000000001,Dimension 1,,Market,Discount,Product Class,Meat,Product Type,SALAMI & SANDWICHP?LSER (Salami and Sandwich Sausages),Plant Type / Sub Product Class,,,,,,,
Plant-based meat/fish alternatives & ready meals,Plant-based sausages / cold cuts,Specific product/category row,"Identified from meat/fish substitute, tofu/seitan/Quorn, sausage, burger, ready-meal, or similar wording",Meat alternatives,Denmark CW40.xlsx,Denmark,Denmark,Discount,Discount,Meat,SALAMI & SANDWICHP?LSER (Salami and Sandwich Sausages),,SALAMI & SANDWICHP?LSER (Salami and Sandwich Sausages),,,,2019,MAT WK4019,0,0,DKK,0,0,Dimension 1,,Market,Discount,Product Class,Meat,Product Type,SALAMI & SANDWICHP?LSER (Salami and Sandwich Sausages),Plant Type / Sub Product Class,,,,,,,
Plant-based meat/fish alternatives & ready meals,Plant-based sausages / cold cuts,Specific product/category row,"Identified from meat/fish substitute, tofu/seitan/Quorn, sausage, burger, ready-meal, or similar wording",Meat alternatives,Denmark CW40.xlsx,Denmark,Denmark,Discount,Discount,Meat,SALAMI & SANDWICHP?LSER (Salami and Sandwich Sausages),,SALAMI & SANDWICHP?LSER (Salami and Sandwich Sausages),,,,2020,MAT WK4020,13.424359479999998,99.9208,DKK,0.94947,6.994999999999999,Dimension 1,,Market,Discount,Product Class,Meat,Product Type,SALAMI & SANDWICHP?LSER (Salami and Sandwich Sausages),Plant Type / Sub Product Class,,,,,,,
Plant-based meat/fish alternatives & ready meals,Plant-based meat/fish alternatives - total or unspecified,Specific product/category row,"Identified from meat/fish substitute, tofu/seitan/Quorn, sausage, burger, ready-meal, or similar wording",Meat alternatives,France CW40.xlsx,France Meat,France,"Total FR (Hypermarkets, Supermarkets, Proximity, eDrive, Hard Discount)",Discount,Meat Substitutestitute,Meat Substitutestitute,,,,,,2018,MAT ending 07 10 2018,61278444,,EUR,4760081.7,22960913.1,Dimension 1,"Total FR (Hypermarkets, Supermarkets, Proximity, eDrive, Hard Discount)",Dimension 2,"Total FR (Hypermarkets, Supermarkets, Proximity, eDrive, Hard Discount)",Dimension 3,Meat Substitutestitute,Long Description,Meat Substitutestitute,Market Category,,Segment,,,,,
Plant-based meat/fish alternatives & ready meals,Plant-based meat/fish alternatives - total or unspecified,Specific product/category row,"Identified from meat/fish substitute, tofu/seitan/Quorn, sausage, burger, ready-meal, or similar wording",Meat alternatives,France CW40.xlsx,France Meat,France,"Total FR (Hypermarkets, Supermarkets, Proximity, eDrive, Hard Discount)",Discount,Meat Substitutestitute,Meat Substitutestitute,,,,,,2019,MAT ending 06 10 2019,73714273.5,,EUR,5704252.3,27225294.4,Dimension 1,"Total FR (Hypermarkets, Supermarkets, Proximity, eDrive, Hard Discount)",Dimension 2,"Total FR (Hypermarkets, Supermarkets, Proximity, eDrive, Hard Discount)",Dimension 3,Meat Substitutestitute,Long Description,Meat Substitutestitute,Market Category,,Segment,,,,,
Plant-based meat/fish alternatives & ready meals,Plant-based meat/fish alternatives - total or unspecified,Specific product/category row,"Identified from meat/fish substitute, tofu/seitan/Quorn, sausage, burger, ready-meal, or similar wording",Meat alternatives,France CW40.xlsx,France Meat,France,"Total FR (Hypermarkets, Supermarkets, Proximity, eDrive, Hard Discount)",Discount,Meat Substitutestitute,Meat Substitutestitute,,,,,,2020,MAT ending 04 10 2020,80314497.5,,EUR,6112675.1,29331462.200000003,Dimension 1,"Total FR (Hypermarkets, Supermarkets, Proximity, eDrive, Hard Discount)",Dimension 2,"Total FR (Hypermarkets, Supermarkets, Proximity, eDrive, Hard Discount)",Dimension 3,Meat Substitutestitute,Long Description,Meat Substitutestitute,Market Category,,Segment,,,,,
Plant-based meat/fish alternatives & ready meals,Plant-based meat/fish alternatives - total or unspecified,Storage/channel split row,"Identified from meat/fish substitute, tofu/seitan/Quorn, sausage, burger, ready-meal, or similar wording",Meat alternatives,France CW40.xlsx,France Meat,France,"Total FR (Hypermarkets, Supermarkets, Proximity, eDrive, Hard Discount)",Discount,Ambient,Ambient,,Ambient,,,Ambient,2018,MAT ending 07 10 2018,6637371.199999998,,EUR,817448.9,2785976.9,Dimension 1,"Total FR (Hypermarkets, Supermarkets, Proximity, eDrive, Hard Discount)",Dimension 2,"Total FR (Hypermarkets, Supermarkets, Proximity, eDrive, Hard Discount)",Dimension 3,Ambient,Long Description,Ambient,Market Category,Ambient,Segment,,,,,
Plant-based meat/fish alternatives & ready meals,Plant-based meat/fish alternatives - total or unspecified,Storage/channel split row,"Identified from meat/fish substitute, tofu/seitan/Quorn, sausage, burger, ready-meal, or similar wording",Meat alternatives,France CW40.xlsx,France Meat,France,"Total FR (Hypermarkets, Supermarkets, Proximity, eDrive, Hard Discount)",Discount,Ambient,Ambient,,Ambient,,,Ambient,2019,MAT ending 06 10 2019,6673164.300000001,,EUR,755844.9,2619819.3000000003,Dimension 1,"Total FR (Hypermarkets, Supermarkets, Proximity, eDrive, Hard Discount)",Dimension 2,"Total FR (Hypermarkets, Supermarkets, Proximity, eDrive, Hard Discount)",Dimension 3,Ambient,Long Description,Ambient,Market Category,Ambient,Segment,,,,,
